Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
5906-1,2015-05-20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighter, Yellow Ink",Technology,Small Box,Express Air,2015-05-23,1.92,3.26,1.34,21,75,3%,5.99,68.99,1.86,70
5906-1,2015-05-20,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Durable Binders,Office Supplies,Wrap Bag,Express Air,2015-05-23,1.84,2.88,1.04,21,75,6%,5.69,67.99,1.49,70
5906-1,2013-03-21,Thaas Sissman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-03-28,2.45,3.89,1.44,2,63,8%,2.64,62.39,7.01,63
5907-1,2014-06-25,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2014-06-26,4.19,10.23,6.04,21,261,9%,1.60,263.21,4.68,245
5907-1,2015-09-11,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Home Office,Samantha Chairs,Medium,Pizazz Colored Pencils,Technology,Jumbo Drum,Delivery Truck,2015-09-02,1.76,2.94,1.18,1,61,5%,4.27,60.99,0.81,62
5907-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Low,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2015-05-24,3.88,6.47,2.59,48,72,5%,2.15,69.67,1.22,70
5907-1,2015-05-20,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Lumi Crayons,Office Supplies,Small Box,Regular Air,2015-05-22,5.22,9.85,4.63,11,1735,3%,34.70,1700.39,4.82,1702
5907-1,2013-10-13,Sylvia Foulston,"122 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-10-13,1.59,2.61,1.02,29,47,10%,2.40,43.58,0.50,45
5908-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,UGen RF Keyboard,Office Supplies,Small Box,Regular Air,2015-05-21,81.59,159.99,78.40,39,3040,7%,303.98,2735.83,5.50,2741
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-05-24,2.31,3.78,1.47,8,72,7%,2.15,69.67,0.71,70
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Express Air,2015-05-24,2.31,3.78,1.47,18,72,5%,2.15,69.67,0.71,70
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2015-05-24,2.31,3.78,1.47,47,72,0%,2.15,69.67,0.71,70
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-05-24,2.31,3.78,1.47,41,72,3%,2.15,69.67,0.71,70
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-05-24,2.31,3.78,1.47,40,72,4%,2.15,69.67,0.71,70
5909-1,2015-05-22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Small Business,Mihael Khan,Critical,Smiths Bulldog Clip,Office Supplies,Small Box,Express Air,2015-05-24,2.31,3.78,1.47,41,72,7%,2.15,69.67,0.71,70
5911-1,2013-09-05,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Steady Liquid Accent Tank-Style Highlighters,Technology,Small Box,Regular Air,2013-09-07,1.31,2.84,1.53,48,73,4%,2.44,69.56,0.93,72
5911-1,2013-05-09,Liz Pelletier,"79 Elliott St,Balmain",Sydney,NSW,Consumer,Aanya Zhang,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2013-05-10,0.90,2.10,1.20,27,36,7%,3.21,32.49,0.70,33
5911-1,2013-08-10,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Express Air,2013-08-15,39.64,152.48,112.84,40,5864,3%,252.99,5337.59,6.50,5355
5911-1,2015-05-24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Express Air,2015-05-25,0.93,1.60,0.67,23,36,1%,3.21,32.49,1.29,33
5911-1,2014-11-22,Ale Hulle,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Small Business,Preston Senome,Critical,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2014-11-23,0.93,1.60,0.67,42,36,7%,3.50,35.34,1.29,36
5911-1,2015-05-24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Regular Air,2015-05-25,0.90,2.10,1.20,27,36,0%,3.21,32.49,0.70,33
5911-1,2015-06-13,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Express Air,2015-06-16,8.31,15.98,7.67,22,98,9%,9.78,86.99,6.50,97
5911-1,2013-05-19,Nara Carroll,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Hole Reinforcements for Hole-Punch Pages,Technology,Small Box,Regular Air,2013-05-20,1.19,1.98,0.79,8,201,6%,8.22,195.60,4.77,197
5912-1,2013-07-21,Adam Shillingsburg,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-07-23,1.60,2.62,1.02,7,36,0%,3.51,32.29,0.80,34
5913-1,2014-08-27,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Artisan 481 Labels,Technology,Small Box,Regular Air,2014-10-02,1.94,3.08,1.14,24,21,8%,2.22,21.38,0.99,22
5913-1,2015-03-15,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Consumer,Charlie Bui,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-03-17,3.75,7.08,3.33,46,139,0%,13.85,122.45,2.35,127
5913-1,2014-07-15,Bobby Odegard,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Express Air,2014-07-17,0.90,2.10,1.20,47,37,0%,2.64,35.64,0.70,37
5913-1,2015-05-24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,"Message Book, One Form per Page",Office Supplies,Small Box,Regular Air,2015-05-28,2.41,3.71,1.30,23,347,6%,0.00,346.92,1.93,350
5913-1,2015-05-24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2015-05-26,3.75,7.08,3.33,32,347,10%,0.00,346.92,2.35,349
5914-1,2013-08-12,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,High,Multimedia Mailers,Office Supplies,Small Box,Regular Air,2013-08-14,99.39,162.93,63.54,40,6193,4%,244.50,5767.48,19.99,5367
5914-1,2013-02-18,Sean Wendt,"150 Ksan St,Haberfield",Sydney,NSW,Home Office,Aanya Zhang,Low,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2013-02-20,3.40,5.40,2.00,43,66,8%,4.64,62.96,7.78,62
5914-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-05-31,1.09,2.60,1.51,3,69,5%,4.84,61.88,2.40,64
5914-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Low,12 Colored Short Pencils,Office Supplies,Small Pack,Regular Air,2013-05-06,1.09,2.60,1.51,22,64,10%,5.99,53.37,2.40,63
5916-1,2015-04-04,Carol Triggs,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,Smiths Bulldog Clip,Technology,Jumbo Drum,Delivery Truck,2015-04-05,2.31,3.78,1.47,38,67,9%,5.41,62.49,0.71,64
5916-1,2015-05-15,Penelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Col-Eucess Memo Sheets,Office Supplies,Small Box,Regular Air,2015-05-17,2.52,4.00,1.48,1,240,3%,2.69,223.63,1.30,229
5916-1,2013-02-11,Claire Good,"7/370-374 Victoria Ave,Chatswood",Sydney,NSW,Corporate,Stevie Bacata,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-02-12,2.50,5.68,3.18,13,65,8%,3.49,63.57,3.60,64
5916-1,2014-05-20,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Consumer,Mihael Khan,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2014-05-21,5.33,8.60,3.27,17,238,3%,19.18,246.52,6.19,245
5916-1,2014-08-07,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 481 Labels,Technology,Medium Box,Regular Air,2014-08-09,1.94,3.08,1.14,19,89,1%,1.71,86.99,0.99,93
5917-1,2015-01-13,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,2015-01-15,2.50,5.68,3.18,16,363,0%,19.21,368.37,3.60,337
5917-1,2015-05-28,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Home Office,Samantha Chairs,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-05-29,1.09,2.60,1.51,9,109,9%,5.46,103.74,2.40,106
5918-1,2014-08-11,Benjamin Patterson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2014-08-12,2.45,3.89,1.44,23,16,2%,0.32,16.45,7.01,12
5918-1,2015-01-12,Jenna Caffey,"6 Mary St,Newtownnt,Kingsford",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,"Wirebound Message Book, 4 per Page",Technology,Large Box,Regular Air,2015-01-13,3.48,5.43,1.95,41,74,9%,2.69,79.64,0.95,70
5919-1,2014-04-07,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Wrap Bag,Regular Air,2014-04-07,3.88,6.47,2.59,50,34,9%,3.91,34.63,1.22,35
5919-1,2015-08-15,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Critical,Apiman Suite,Office Supplies,Small Box,Regular Air,2015-08-17,156.50,300.97,144.47,22,253,10%,24.59,228.53,7.18,229
5920-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-06-30,2.26,3.58,1.32,49,25,9%,2.48,24.20,5.47,26
5922-1,2013-06-03,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-06-05,54.29,90.48,36.19,38,1150,6%,50.39,1111.83,19.99,1215
5924-1,2014-01-10,Anne Pryor,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-01-11,2.25,3.69,1.44,21,144,3%,4.69,134.01,2.50,146
5925-1,2015-05-31,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Multimedia Mailers,Office Supplies,Small Box,Express Air,2015-06-05,99.39,162.93,63.54,3,1495,5%,119.57,1375.11,19.99,1383
5925-1,2013-05-04,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Small Business,Samantha Chairs,Medium,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2013-05-06,3.84,6.30,2.46,29,46,7%,2.93,43.39,0.50,43
5925-1,2017-01-30,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Corporate,Leighton Forrest,Low,Laser DVD-RAM discs,Furniture,Large Box,Regular Air,2017-01-02,20.18,35.41,15.23,8,127,9%,3.07,115.79,1.99,117
5925-1,2015-05-31,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Multimedia Mailers,Office Supplies,Wrap Bag,Regular Air,2015-06-05,99.39,162.93,63.54,24,1495,7%,119.57,1375.11,19.99,1383
5925-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2016-02-13,1.87,8.12,6.25,42,626,4%,44.57,592.93,2.83,693
5925-1,2015-03-22,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,EcoTones Memo Sheets,Office Supplies,Small Box,Express Air,2015-03-23,2.52,4.00,1.48,48,124,2%,11.55,121.03,1.30,112
5925-1,2014-07-26,Victoria Wilson,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2014-08-02,0.24,1.26,1.02,4,43,9%,2.18,41.32,0.70,44
5926-1,2013-07-29,Nick Zandusky,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-07-30,1.59,2.61,1.02,31,62,8%,4.33,47.55,0.50,49
5926-1,2013-10-05,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2013-10-07,1.31,2.84,1.53,13,69,1%,10.69,68.97,0.93,60
5926-1,2015-06-04,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Low,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2015-06-05,2.45,3.89,1.44,32,26,10%,2.29,22.37,7.01,25
5926-1,2013-06-30,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,High,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2013-07-04,1.31,2.84,1.53,32,123,8%,3.27,112.47,0.93,124
5926-1,2014-04-07,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2014-04-09,19.83,30.98,11.15,16,801,0%,15.22,821.76,19.51,825
5927-1,2013-09-09,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-09-10,1.60,2.62,1.02,30,94,3%,2.94,98.01,0.80,102
5927-1,2015-07-25,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,Smiths Standard Envelopes,Technology,Small Box,Regular Air,2015-07-26,3.52,5.68,2.16,29,139,4%,9.45,124.87,1.39,131
5927-1,2015-06-01,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Express Air,2015-06-06,4.19,10.23,6.04,5,358,4%,3.58,354.47,4.68,359
5928-1,2013-08-02,Liz Pelletier,"79 Elliott St,Balmain",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Apex Elite Stainless Steel Scissors,Technology,Jumbo Drum,Delivery Truck,2013-08-04,3.42,8.34,4.92,31,91,6%,7.34,83.26,2.64,95
5929-1,2015-07-12,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Critical,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015-07-14,1.59,2.61,1.02,39,17,5%,0.51,16.47,0.50,29
5929-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan 481 Labels,Technology,Small Box,Regular Air,2013-03-20,1.94,3.08,1.14,47,136,0%,9.63,124.75,0.99,125
5930-1,2015-05-08,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Medium,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2015-05-12,377.99,599.99,222.00,47,24600,7%,"5,133.96",22385.63,24.49,22410
5930-1,2015-06-08,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,High,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Express Air,2015-06-09,377.99,599.99,222.00,38,24600,4%,"2,213.96",22375.63,24.49,22410
5930-1,2015-06-08,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Low,HFX LaserJet 3310 Copier,Office Supplies,Small Pack,Regular Air,2015-06-09,377.99,599.99,222.00,25,24600,1%,"2,213.96",22385.63,24.49,22410
5931-1,2015-06-14,Annie Cyprus,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2015-06-15,0.87,1.81,0.94,34,36,8%,3.57,33.25,0.75,34
5931-1,2014-05-03,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-05-07,2.25,3.69,1.44,40,165,3%,17.13,126.81,2.50,178
5932-1,2015-06-10,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2015-06-14,3.52,5.68,2.16,27,45,8%,2.27,43.17,1.39,45
5932-1,2013-09-17,Marina Lichtenstein,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,2013-09-19,2.87,6.84,3.97,48,188,8%,2.91,178.61,4.42,178
5932-1,2015-06-10,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Critical,Smiths Standard Envelopes,Technology,Medium Box,Regular Air,2015-06-14,3.52,5.68,2.16,8,45,9%,2.27,43.17,1.39,45
5932-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015-05-31,1.76,3.38,1.62,20,43,4%,4.06,43.34,0.85,43
5932-1,2015-06-10,Alan Schoenberger,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Standard Envelopes,Furniture,Large Box,Regular Air,2015-06-12,3.52,5.68,2.16,3,45,10%,2.27,43.17,1.39,45
5932-1,2015-06-08,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Medium,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,2015-06-09,377.99,599.99,222.00,10,24600,1%,"2,213.96",22385.63,24.49,22410
5932-1,2015-06-04,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Smiths SlimLine Pencil Sharpener,Technology,Small Box,Express Air,2015-06-05,4.79,11.97,7.18,6,45,3%,2.27,43.17,5.81,45
5932-1,2013-08-09,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Furniture,Small Pack,Regular Air,2013-08-16,1.31,2.84,1.53,44,43,3%,3.13,43.52,0.93,43
5932-1,2015-06-10,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2015-06-14,3.52,5.68,2.16,11,45,6%,2.27,43.17,1.39,45
5933-1,2015-06-11,Tamara Chand,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Medium,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Wrap Bag,Regular Air,2015-06-11,3.51,8.57,5.06,31,189,0%,18.85,169.69,6.14,176
5933-1,2014-05-03,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,High,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Wrap Bag,Regular Air,2014-05-07,3.51,8.57,5.06,23,189,6%,15.85,169.69,6.14,176
5933-1,2014-10-11,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2014-10-11,4.46,10.89,6.43,24,77,4%,3.75,74.17,4.50,75
5933-1,2015-05-30,Emily Grady,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-05-30,3.75,7.08,3.33,27,86,7%,59.50,89.95,2.35,91
5934-1,2013-07-16,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2013-07-16,3.32,5.18,1.86,25,198,0%,4.96,119.76,2.04,112
5934-1,2015-02-03,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Home Office,Aanya Zhang,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-03-02,3.32,5.18,1.86,34,48,0%,4.35,44.47,2.04,46
5935-1,2015-06-11,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-06-13,0.93,1.60,0.67,10,38,1%,1.54,36.86,1.29,38
5935-1,2013-07-04,Tracy Poddars,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Smiths General Use 3-Ring Binders,Technology,Medium Box,Regular Air,2013-07-06,1.18,1.88,0.70,2,91,1%,7.34,83.26,1.49,85
5935-1,2013-11-09,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Alto Memo Cubes,Office Supplies,Small Pack,Regular Air,2013-11-09,3.32,5.18,1.86,34,47,0%,3.60,48.37,2.04,45
5936-1,2013-03-30,Justin Knight,"22 Civic Rd,Auburn",Sydney,NSW,Consumer,Mihael Khan,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-03-31,1.18,1.88,0.70,20,58,4%,0.10,59.64,1.49,61
5936-1,2013-08-09,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,2013-08-13,4.59,7.28,2.69,25,167,9%,3.68,158.69,11.15,170
5936-1,2015-02-02,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2015-02-12,19.83,30.98,11.15,32,1314,10%,32.23,1363.01,19.51,1330
5936-1,2015-11-28,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Critical,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2015-11-30,3.75,7.08,3.33,34,107,3%,10.69,98.19,2.35,99
5936-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Medium,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2016-01-01,10.07,15.98,5.91,29,11150,9%,"1,193.98",11176.25,4.00,11191
5936-1,2015-02-18,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Standard Envelopes,Technology,Large Box,Regular Air,2015-02-20,3.52,5.68,2.16,30,66,9%,6.92,62.98,1.39,62
